PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATE	LOCA_NATN	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI
x	x	x	x	ft	ft	ft	ft	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	x	x	ksf	ksf	x	ft	%	x	ft	kPa	x	ft	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATE_ft	LOCA_NATN_ft	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_x	IVAN_TYPE_x	IVAN_IVAN_ksf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_kPa	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%
		FP-PC-83	PC	17.38	"?5,685.0"	1770184.000	9673731.100																	CPT-72L	20.45	0.79			0.9			187.98	712.02	KMB-BC-43	0.83	MV	55		KMB-JPC-36	35.46	87				KMB-JPC-36	29.46	96	30	66
		FP-PC-84	PC	17.52	"?5,667.0"	1768897.800	9674282.200																	CPT-72L	20.46	0.79			0.89			188.06	701.94	KMB-BC-43	1	MV	17.3		KMB-JPC-36	38.46	95				KMB-JPC-36	32.46	101	32	69
		SWG-PC-85	PC	10.6	"?5,446.0"	1755748.700	9680666.700																	CPT-72L	20.47	0.79			0.89			188.15	701.85	KMB-BC-43	1.17	MV	18.3		KMB-JPC-36	41.46	74				KMB-JPC-36	35.46	97	29	68
		SWG-PC-86	PC	16.25	"?5,683.0"	1755086.400	9680986.000																	CPT-72L	20.48	0.79			0.9			188.23	711.77	KMB-BC-43	1.33	MV	36.7		KMB-JPC-36	44.46	78				KMB-JPC-36	38.46	110	32	78
		SFZ-PC-88	PC	17.17	"?5,983.0"	1769955.800	9675668.300																	CPT-72L	20.49	0.79			0.9			188.3	711.7	KMB-BC-43	1.5	MV	38.7		KMB-JPC-36	47.46	68				KMB-JPC-36	41.46	83	31	52
		SFZ-PC-90	PC	18	"?5,767.0"	1785234.500	9677517.100																	CPT-72L	20.5	0.79			0.9			188.39	711.61	KMB-BC-43	1.67	MV	38.7		KMB-JPC-36	50.46	63				KMB-JPC-36	44.46	90	30	60
		FPU-center	nan	nan	-5600	1795550.000	9684088.000																	CPT-72L	20.51	0.8			0.9			188.47	711.53	KMB-BC-43	1.83	MV	54.1		KMB-JPC-36	53.46	59				KMB-JPC-36	47.46	76	26	50
		CPT-NE1	Subsea	TBD	TBD	1802582.373	9689045.464																	CPT-72L	20.52	0.8			0.9			188.55	711.45	KMB-BC-43	1.83	MV	30.6		KMB-JPC-36	56.21	63				KMB-JPC-36	50.46	73	29	44
		CPT-NE2	Subsea	TBD	TBD	1801635.151	9690173.159																	CPT-72L	20.53	0.8			0.9			188.63	711.37	KMB-BC-43	2	MV	53		KMB-JPC-51	1	137				KMB-JPC-36	53.46	77	30	47
		CPT-NE3	Subsea	TBD	TBD	1800507.571	9691120.478																	CPT-72L	20.53	0.8			0.9			188.71	711.29	KMB-BC-43	2.17	MV	56		KMB-JPC-51	4	109				KMB-JPC-36	56.21	72	25	47
		CPT-NW1	Subsea	TBD	TBD	1790592.585	9691120.299																	CPT-72L	20.54	0.8			0.9			188.79	711.21	KMB-BC-41	0.17	MV	32.2		KMB-JPC-51	7	143				KMB-JPC-51	1	118	35	83
		CPT-NW2	Subsea	TBD	TBD	1789464.836	9690173.146																	CPT-72L	20.55	0.8			0.9			188.87	711.13	KMB-BC-41	0.17	MV	17.4		KMB-JPC-51	10	91				KMB-JPC-51	4	108	34	74
		CPT-NW3	Subsea	TBD	TBD	1788517.625	9689045.458																	CPT-72L	20.56	0.8			0.9			188.96	711.04	KMB-BC-41	0.33	MV	35.7		KMB-JPC-51	13	101				KMB-JPC-51	7	100	37	63
		CPT-SW1	Subsea	TBD	TBD	1788517.696	9679130.571																	CPT-72L	20.57	0.8			0.91			189.04	720.96	KMB-BC-41	0.5	MV	38.3		KMB-JPC-51	16	101				KMB-JPC-51	10	83	37	46
		CPT-SW2	Subsea	TBD	TBD	1789464.841	9678002.849																	CPT-72L	20.58	0.8			0.91			189.12	720.88	KMB-BC-41	0.67	MV	27.9		KMB-JPC-51	19	75				KMB-JPC-51	13	93	29	64
		CPT-SW3	Subsea	TBD	TBD	1790592.321	9677055.428																	CPT-72L	20.59	0.82			0.93			189.19	740.81	KMB-BC-41	0.83	MV	43.5		KMB-JPC-51	22	73				KMB-JPC-51	16	95	35	60
		CPT-SE1	Subsea	TBD	TBD	1800386.536	9676972.434																	CPT-72L	20.6	0.84			0.92			189.28	730.72	KMB-BC-41	1	MV	80.1		KMB-JPC-51	25	69				KMB-JPC-51	19	79	20	59
		CPT-SE2	Subsea	TBD	TBD	1801530.377	9677899.883																	CPT-72L	20.61	0.8			0.92			189.36	730.64	KMB-BC-41	1.17	MV	60.1		KMB-JPC-51	28	62				KMB-JPC-51	22	76	20	56
		CPT-SE3	Subsea	TBD	TBD	1802496.939	9679010.893																	CPT-72L	20.61	0.81			0.91			189.44	720.56	KMB-BC-41	1.33	MV	50.9		KMB-JPC-51	31	64				KMB-JPC-51	23.33	76	30	46
		CPT-DC1	Subsea	TBD	TBD																			CPT-72L	20.62	0.8			0.91			189.53	720.47	KMB-BC-41	1.5	MV	70.3		KMB-JPC-51	34	62				KMB-JPC-51	23.94	70	26	44
		CPT-DC2	Subsea	TBD	TBD																			CPT-72L	20.63	0.8			0.91			189.61	720.39	KMB-BC-41	1.58	MV	65.6		KMB-JPC-51	37	60				KMB-JPC-51	25	75	24	51
		CPT-cable1	Subsea	TBD	TBD																			CPT-72L	20.64	0.8			0.91			189.68	720.32	KMB-BC-41	1.67	MV	74.5		KMB-JPC-51	40	71				KMB-JPC-51	28	73	18	55
		CPT-cable2	Subsea	TBD	TBD																			CPT-72L	20.65	0.8			0.91			189.76	720.24	KMB-BC-41	1.83	MV	44.4		KMB-JPC-51	43	66				KMB-JPC-51	31	74	19	55
		CPT-cable3	Subsea	TBD	TBD																			CPT-72L	20.66	0.8			0.91			189.85	720.15	KMB-BC-41	2	MV	44.4		KMB-JPC-51	46	80				KMB-JPC-51	34	71	23	48
		CPT-cable4	Subsea	TBD	TBD																			CPT-72L	20.67	0.8			0.91			189.93	720.07	KMB-BC-41	2.17	MV	53.9		KMB-JPC-51	48.5	62				KMB-JPC-51	37	67	26	41
		CPT-cable5	Subsea	TBD	TBD																			CPT-72L	20.68	0.8			0.91			190.01	719.99	KMB-BC-37	0.17	MV	18.3		KMB-JPC-51	52	110				KMB-JPC-51	40	85	35	50
		Flow1-SRP	nan	nan	TBD	1783233.546	9681077.864																	CPT-72L	20.68	0.8			0.91			190.1	719.9	KMB-BC-37	0.33	MV	27.9								KMB-JPC-51	43	76	34	42
		Flow1-TRF	nan	nan	TBD	1790002.013	9682776.004																	CPT-72L	20.69	0.8			0.91			190.17	719.83	KMB-BC-37	0.5	MV	26.1								KMB-JPC-51	46	98	28	70
		Flow1-SRP	nan	nan	TBD	1792232.873	9683335.704																	CPT-72L	20.7	0.8			0.91			190.25	719.75	KMB-BC-37	0.67	MV	25.3								KMB-JPC-51	46.69	91	27	64
		Flow1-SRP	nan	nan	TBD	1795397.784	9684129.749																	CPT-72L	20.71	0.8			0.91			190.33	719.67	KMB-BC-37	0.83	MV	28.7								KMB-JPC-51	47.23	89	32	57
		Flow2-SRP	nan	nan	TBD	1783230.011	9680909.432																	CPT-72L	20.72	0.8			0.91			190.42	719.58	KMB-BC-37	1	MV	35.7								KMB-JPC-51	48.5	83	36	47
		Flow2-PC1	nan	nan	TBD	1786806.784	9681300.573																	CPT-72L	20.73	0.8			0.91			190.5	719.5	KMB-BC-37	1.17	MV	135.8								KMB-JPC-51	52	108	32	76
		Flow2-PI1	nan	nan	TBD	1787478.091	9681373.984																	CPT-72L	20.74	0.8			0.91			190.58	719.42	KMB-BC-37	1.33	MV	61.1												
		Flow2-PT1	nan	nan	TBD	1788116.284	9681594.782																	CPT-72L	20.75	0.8			0.91			190.66	719.34	KMB-BC-37	1.5	MV	72.3												
		Flow2-TRF	nan	nan	TBD	1790140.588	9682295.135																	CPT-72L	20.75	0.8			0.91			190.74	719.26	KMB-BC-37	1.67	MV	88.8												
		Flow2-TDP	nan	nan	TBD	1792314.178	9683047.138																	CPT-72L	20.76	0.8			0.91			190.82	719.18	KMB-BC-37	1.83	MV	80.9												
		Flow2-ERP	nan	nan	TBD	1795397.840	9684114.001																	CPT-72L	20.77	0.8			0.91			190.9	719.1	KMB-BC-28	0.17	MV	31.3												
		Jason-NW1	Jason	nan	TBD	1792338.000	9693586.000																	CPT-72L	20.78	0.8			0.91			190.99	719.01	KMB-BC-28	0.33	MV	60.1												
		Jason-NW2	Jason	nan	TBD	1791668.000	9692600.000																	CPT-72L	20.79	0.8			0.91			191.07	718.93	KMB-BC-28	0.5	MV	55												
		Jason-NW3	Jason	nan	TBD	1791001.000	9691128.000																	CPT-72L	20.8	0.8			0.91			191.14	718.86	KMB-BC-28	0.67	MV	39.7												
		Jason-NE1	Jason	nan	TBD	1802668.000	9693585.000																	CPT-72L	20.81	0.81			0.91			191.23	718.77	KMB-BC-28	0.83	MV	59.1												
		Jason-NE2	Jason	nan	TBD	1802881.000	9693098.000																	CPT-72L	20.82	0.81			0.92			191.31	728.69	KMB-BC-28	1	MV	68.3												
		Jason-NE3	Jason	nan	TBD	1804232.000	9691616.000																	CPT-72L	20.83	0.81			0.92			191.39	728.61	KMB-BC-28	1.17	MV	92.7												
		Jason-SW1	Jason	nan	TBD	1790803.000	9681287.000																	CPT-72L	20.84	0.81			0.92			191.47	728.53	KMB-BC-28	1.33	MV	98.3												
		Jason-SW2	Jason	nan	TBD	1791544.000	9680300.000																	CPT-72L	20.84	0.82			0.92			191.56	728.44	KMB-BC-28	1.5	MV	81.4												
		Jason-SW3	Jason	nan	TBD	1792783.000	9678826.000																	CPT-72L	20.85	0.82			0.93			191.63	738.37	KMB-BC-28	1.67	MV	101.2												
		Jason-SE1	Jason	nan	TBD	1804639.000	9681778.000																	CPT-72L	20.86	0.82			0.93			191.71	738.29	KMB-BC-28	1.83	MV	79.2												
		Jason-SE2	Jason	nan	TBD	1803261.000	9680304.000																	CPT-72L	20.87	0.82			0.93			191.8	738.2	KMB-BC-28	2	MV	83.6												
		Jason-SE3	Jason	nan	TBD	1802946.000	9679308.000																	CPT-72L	20.88	0.82			0.93			191.88	738.12	KMB-JPC-36	23.46	MV	117.2												
		Alternate-NW1	Alternate	nan	TBD	1790524.000	9691127.000																	CPT-72L	20.89	0.83			0.93			191.96	738.04	KMB-JPC-36	26.46	MV	122.4												
		Alternate-NW2	Alternate	nan	TBD	1789303.000	9690143.000																	CPT-72L	20.9	0.83			0.94			192.04	747.96	KMB-JPC-36	29.46	MV	167.6												
		Alternate-NW3	Alternate	nan	TBD	1788561.000	9689158.000																	CPT-72L	20.91	0.83			0.94			192.12	747.88	KMB-JPC-36	32.46	MV	164.6												
		Alternate-NE1	Alternate	nan	TBD	1800547.000	9691127.000																	CPT-72L	20.91	0.83			0.94			192.2	747.8	KMB-JPC-36	35.46	MV	207.6												
		Alternate-NE2	Alternate	nan	TBD	1801449.000	9690145.000																	CPT-72L	20.92	0.82			0.93			192.28	737.72	KMB-JPC-36	38.46	MV	223.9												
		Alternate-NE3	Alternate	nan	TBD	1802659.000	9689157.000																	CPT-72L	20.93	0.82			0.93			192.37	737.63	KMB-JPC-36	41.46	MV	209.1												
		Alternate-SW1	Alternate	nan	TBD	1788107.000	9679313.000																	CPT-72L	20.94	0.82			0.93			192.45	737.55	KMB-JPC-36	44.46	MV	249.1												
		Alternate-SW2	Alternate	nan	TBD	1789440.000	9678326.000																	CPT-72L	20.95	0.82			0.93			192.52	737.48	KMB-JPC-36	47.46	MV	259.9												
		Alternate-SW3	Alternate	nan	TBD	1790844.000	9677345.000																	CPT-72L	20.96	0.82			0.93			192.6	737.4	KMB-JPC-36	50.46	MV	268.1												
		Alternate-SE1	Alternate	nan	TBD	1802890.000	9678827.000																	CPT-72L	20.97	0.82			0.93			192.69	737.31	KMB-JPC-36	53.46	MV	328.3												
		Alternate-SE2	Alternate	nan	TBD	1801531.000	9677843.000																	CPT-72L	20.98	0.82			0.93			192.77	737.23	KMB-JPC-36	56.21	MV	221.1												
		Alternate-SE3	Alternate	nan	TBD	1800830.000	9676363.000																	CPT-72L	20.98	0.82			0.93			192.85	737.15	KMB-JPC-29	19.72	MV	117.2												
																								CPT-72L	20.99	0.82			0.93			192.93	737.07	KMB-JPC-29	22.72	MV	130.7												
																								CPT-72L	21	0.82			0.93			193.01	736.99	KMB-JPC-29	25.72	MV	158.7												
																								CPT-72L	21.01	0.82			0.93			193.09	736.91	KMB-JPC-29	28.72	MV	190.8												
																								CPT-72L	21.02	0.82			0.93			193.17	736.83	KMB-JPC-29	31.72	MV	191.3												
																								CPT-72L	21.03	0.82			0.93			193.26	736.74	KMB-JPC-29	34.72	MV	229.8												
																								CPT-72L	21.04	0.82			0.93			193.34	736.66	KMB-JPC-29	37.72	MV	166.9												
																								CPT-72L	21.05	0.82			0.93			193.42	736.58	KMB-JPC-29	40.72	MV	183.9												
																								CPT-72L	21.05	0.82			0.93			193.5	736.5	KMB-JPC-29	43.72	MV	221												
																								CPT-72L	21.06	0.83			0.94			193.58	746.42	KMB-JPC-29	46.72	MV	256.5												
																								CPT-72L	21.07	0.83			0.94			193.66	746.34	KMB-JPC-29	49.72	MV	281.8												
																								CPT-72L	21.08	0.83			0.94			193.74	746.26	KMB-JPC-29	52.72	MV	265.4												
																								CPT-72L	21.09	0.83			0.94			193.83	746.17	KMB-JPC-29	55.72	MV	298.2												
																								CPT-72L	21.1	0.83			0.94			193.91	746.09	KMB-JPC-29	58.05	MV	123.1												
																								CPT-72L	21.11	0.83			0.94			193.98	746.02	Fugro-Core-2	1	MV	30												
																								CPT-72L	21.12	0.84			0.95			194.07	755.93	Fugro-Core-2	2	MV	30												
																								CPT-72L	21.13	0.83			0.95			194.15	755.85	Fugro-Core-2	3	MV	50												
																								CPT-72L	21.14	0.84			0.95			194.23	755.77	Fugro-Core-2	4	MV	60												
																								CPT-72L	21.14	0.84			0.95			194.31	755.69	Fugro-Core-2	5	MV	30												
																								CPT-72L	21.15	0.84			0.95			194.4	755.6	Fugro-Core-2	6	MV	80												
																								CPT-72L	21.16	0.84			0.95			194.47	755.53	Fugro-Core-2	7	MV	50												
																								CPT-72L	21.17	0.83			0.95			194.55	755.45	Fugro-Core-2	8	MV	40												
																								CPT-72L	21.18	0.84			0.95			194.64	755.36	Fugro-Core-2	9	MV	60												
																								CPT-72L	21.19	0.83			0.95			194.72	755.28	Fugro-Core-2	10	MV	60												
																								CPT-72L	21.2	0.84			0.95			194.8	755.2	KMB-BC-32	0.17	MV	34.8												
																								CPT-72L	21.21	0.84			0.96			194.88	765.12	KMB-BC-32	0.33	MV	45.3												
																								CPT-72L	21.21	0.84			0.96			194.96	765.04	KMB-BC-32	0.5	MV	63.6												
																								CPT-72L	21.22	0.85			0.96			195.04	764.96	KMB-BC-32	0.67	MV	58.1												
																								CPT-72L	21.23	0.84			0.96			195.12	764.88	KMB-BC-32	0.83	MV	49.9												
																								CPT-72L	21.24	0.85			0.96			195.2	764.8	KMB-BC-32	1	MV	61.1												
																								CPT-72L	21.25	0.86			0.97			195.29	774.71	KMB-BC-32	1.17	MV	79.5												
																								CPT-72L	21.26	0.86			0.98			195.37	784.63	KMB-BC-32	1.33	MV	92												
																								CPT-72L	21.27	0.87			0.99			195.44	794.56	KMB-BC-32	1.5	MV	68.2												
																								CPT-72L	21.28	0.88			0.99			195.53	794.47	KMB-BC-32	1.67	MV	84.1												
																								CPT-72L	21.29	0.89			1			195.61	804.39	KMB-BC-52	0.17	MV	43.5												
																								CPT-72L	21.29	0.89			1			195.69	804.31	KMB-BC-52	0.17	MV	13.5												
																								CPT-72L	21.3	0.88			1			195.77	804.23	KMB-BC-52	0.33	MV	67												
																								CPT-72L	21.31	0.88			0.99			195.86	794.14	KMB-BC-52	0.5	MV	10.2												
																								CPT-72L	21.32	0.87			0.98			195.93	784.07	KMB-BC-52	0.67	MV	39.2												
																								CPT-72L	21.33	0.85			0.97			196.01	773.99	KMB-BC-52	0.83	MV	84.5												
																								CPT-72L	21.34	0.85			0.96			196.1	763.9	KMB-BC-52	1	MV	70.3												
																								CPT-72L	21.35	0.85			0.96			196.18	763.82	KMB-BC-52	1.17	MV	61.1												
																								CPT-72L	21.36	0.85			0.96			196.26	763.74	KMB-BC-52	1.33	MV	76.4												
																								CPT-72L	21.36	0.84			0.96			196.34	763.66	KMB-BC-52	1.46	MV	68.9												
																								CPT-72L	21.37	0.84			0.96			196.42	763.58	KMB-BC-52	1.5	MV	22.4												
																								CPT-72L	21.38	0.84			0.96			196.5	763.5	KMB-BC-52	1.67	MV	68.3												
																								CPT-72L	21.39	0.84			0.96			196.58	763.42	FP-JPC-61	1.333333333	TV	64												
																								CPT-72L	21.4	0.84			0.96			196.67	763.33	FP-JPC-61	4.333333333	TV	88												
																								CPT-72L	21.41	0.84			0.96			196.75	763.25	FP-JPC-61	7.333333333	TV	116												
																								CPT-72L	21.42	0.84			0.96			196.82	763.18	FP-JPC-61	10.33333333	TV	108												
																								CPT-72L	21.43	0.84			0.96			196.9	763.1	FP-JPC-61	13.33333333	TV	156												
																								CPT-72L	21.43	0.84			0.96			196.99	763.01	FP-JPC-61	16.33333333	TV	188												
																								CPT-72L	21.44	0.84			0.96			197.07	762.93	FP-JPC-61	19.33333333	TV	164												
																								CPT-72L	21.45	0.84			0.95			197.15	752.85	FP-JPC-61	22.33333333	TV	200												
																								CPT-72L	21.46	0.83			0.95			197.24	752.76	FP-JPC-61	25.33333333	TV	196												
																								CPT-72L	21.47	0.83			0.95			197.31	752.69	FP-JPC-61	28.33333333	TV	176												
																								CPT-72L	21.48	0.83			0.95			197.39	752.61	FP-JPC-61	31.33333333	TV	220												
																								CPT-72L	21.49	0.83			0.95			197.47	752.53	FP-JPC-61	34.33333333	TV	264												
																								CPT-72L	21.5	0.83			0.95			197.56	752.44	FP-JPC-61	37.33333333	TV	244												
																								CPT-72L	21.51	0.83			0.95			197.64	752.36	FP-JPC-61	40.33333333	TV	236												
																								CPT-72L	21.52	0.83			0.95			197.72	752.28	FP-JPC-61	43.33333333	TV	224												
																								CPT-72L	21.52	0.83			0.95			197.8	752.2	FP-JPC-61	46.33333333	TV	248												
																								CPT-72L	21.53	0.83			0.95			197.88	752.12	FP-JPC-61	49.33333333	TV	252												
																								CPT-72L	21.54	0.83			0.95			197.96	752.04	FP-JPC-61	52.33333333	TV	272												
																								CPT-72L	21.55	0.83			0.95			198.04	751.96	KMB-JPC-51	1	TV	60												
																								CPT-72L	21.56	0.83			0.95			198.13	751.87	KMB-JPC-51	4	TV	84												
																								CPT-72L	21.57	0.83			0.95			198.21	751.79	KMB-JPC-51	7	TV	52												
																								CPT-72L	21.58	0.83			0.95			198.28	751.72	KMB-JPC-51	10	TV	92												
																								CPT-72L	21.59	0.83			0.95			198.37	751.63	KMB-JPC-51	13	TV	96												
																								CPT-72L	21.59	0.83			0.95			198.45	751.55	KMB-JPC-51	16	TV	108												
																								CPT-72L	21.6	0.83			0.95			198.53	751.47	KMB-JPC-51	19	TV	148												
																								CPT-72L	21.61	0.83			0.95			198.61	751.39	KMB-JPC-51	22	TV	160												
																								CPT-72L	21.62	0.83			0.95			198.7	751.3	KMB-JPC-51	25	TV	248												
																								CPT-72L	21.63	0.83			0.95			198.77	751.23	KMB-JPC-51	28	TV	256												
																								CPT-72L	21.64	0.83			0.95			198.85	751.15	KMB-JPC-51	31	TV	300												
																								CPT-72L	21.65	0.83			0.95			198.94	751.06	KMB-JPC-51	34	TV	280												
																								CPT-72L	21.66	0.84			0.95			199.02	750.98	KMB-JPC-51	37	TV	200												
																								CPT-72L	21.66	0.84			0.96			199.1	760.9	KMB-JPC-51	40	TV	280												
																								CPT-72L	21.67	0.84			0.96			199.18	760.82	KMB-JPC-51	43	TV	280												
																								CPT-72L	21.68	0.85			0.97			199.26	770.74	KMB-JPC-51	46	TV	320												
																								CPT-72L	21.69	0.85			0.97			199.34	770.66	KMB-JPC-51	48.5	TV	360												
																								CPT-72L	21.7	0.85			0.96			199.42	760.58	KMB-JPC-51	52	TV	140												
																								CPT-72L	21.71	0.84			0.96			199.51	760.49	KMB-BC-43	1.93	TV	40												
																								CPT-72L	21.72	0.84			0.96			199.59	760.41	KMB-JPC-36	23.46	TV	156												
																								CPT-72L	21.73	0.84			0.96			199.66	760.34	KMB-JPC-36	26.46	TV	150												
																								CPT-72L	21.73	0.84			0.96			199.74	760.26	KMB-JPC-36	29.46	TV	236												
																								CPT-72L	21.74	0.84			0.96			199.83	760.17	KMB-JPC-36	32.46	TV	204												
																								CPT-72L	21.75	0.84			0.96			199.91	760.09	KMB-JPC-36	35.46	TV	280												
																								CPT-72L	21.76	0.85			0.97			199.99	770.01	KMB-JPC-36	38.46	TV	280												
																								CPT-72L	21.77	0.85			0.97			200.08	769.92	KMB-JPC-36	41.46	TV	240												
																								CPT-72L	21.78	0.85			0.97			200.15	769.85	KMB-JPC-36	44.46	TV	236												
																								CPT-72L	21.79	0.85			0.97			200.23	769.77	KMB-JPC-36	47.46	TV	252												
																								CPT-72L	21.8	0.85			0.97			200.31	769.69	KMB-JPC-36	50.46	TV	272												
																								CPT-72L	21.81	0.85			0.97			200.4	769.6	KMB-JPC-36	53.46	TV	340												
																								CPT-72L	21.82	0.85			0.97			200.48	769.52	KMB-JPC-36	56.21	TV	252												
																								CPT-72L	21.82	0.85			0.97			200.56	769.44	KMB-JPC-29	19.72	TV	180												
																								CPT-72L	21.83	0.85			0.97			200.64	769.36	KMB-JPC-29	22.72	TV	216												
																								CPT-72L	21.84	0.85			0.97			200.72	769.28	KMB-JPC-29	25.72	TV	260												
																								CPT-72L	21.85	0.85			0.97			200.8	769.2	KMB-JPC-29	28.72	TV	220												
																								CPT-72L	21.86	0.85			0.97			200.88	769.12	KMB-JPC-29	31.72	TV	272												
																								CPT-72L	21.87	0.85			0.97			200.97	769.03	KMB-JPC-29	34.72	TV	336												
																								CPT-72L	21.88	0.85			0.97			201.05	768.95	KMB-JPC-29	37.72	TV	228												
																								CPT-72L	21.89	0.85			0.97			201.12	768.88	KMB-JPC-29	40.72	TV	184												
																								CPT-72L	21.89	0.86			0.97			201.21	768.79	KMB-JPC-29	43.72	TV	224												
																								CPT-72L	21.9	0.86			0.98			201.29	778.71	KMB-JPC-29	46.72	TV	268												
																								CPT-72L	21.91	0.86			0.98			201.37	778.63	KMB-JPC-29	49.72	TV	312												
																								CPT-72L	21.92	0.86			0.98			201.45	778.55	KMB-JPC-29	52.72	TV	256												
																								CPT-72L	21.93	0.86			0.98			201.54	778.46	KMB-JPC-29	55.72	TV	320												
																								CPT-72L	21.94	0.86			0.97			201.61	768.39	KMB-BC-52	1.63	TV	92												
																								CPT-72L	21.95	0.86			0.97			201.69	768.31																
																								CPT-72L	21.96	0.85			0.97			201.78	768.22																
																								CPT-72L	21.96	0.86			0.98			201.86	778.14																
																								CPT-72L	21.97	0.86			0.98			201.94	778.06																
																								CPT-72L	21.98	0.86			0.98			202.02	777.98																
																								CPT-72L	21.99	0.86			0.98			202.1	777.9																
																								CPT-72L	22	0.86			0.98			202.18	777.82																
																								CPT-72L	22.01	0.86			0.97			202.26	767.74																
																								CPT-72L	22.02	0.85			0.97			202.35	767.65																
																								CPT-72L	22.03	0.85			0.97			202.43	767.57																
																								CPT-72L	22.04	0.85			0.97			202.51	767.49																
																								CPT-72L	22.04	0.85			0.97			202.58	767.42																
																								CPT-72L	22.05	0.85			0.97			202.67	767.33																
																								CPT-72L	22.06	0.85			0.97			202.75	767.25																
																								CPT-72L	22.07	0.85			0.97			202.83	767.17																
																								CPT-72L	22.08	0.85			0.97			202.92	767.08																
																								CPT-72L	22.09	0.85			0.97			203	767																
																								CPT-72L	22.1	0.85			0.97			203.07	766.93																
																								CPT-72L	22.11	0.85			0.97			203.15	766.85																
																								CPT-72L	22.11	0.85			0.97			203.24	766.76																
																								CPT-72L	22.12	0.85			0.97			203.32	766.68																
																								CPT-72L	22.13	0.85			0.97			203.4	766.6																
																								CPT-72L	22.14	0.85			0.97			203.48	766.52																
																								CPT-72L	22.15	0.85			0.98			203.56	776.44																
																								CPT-72L	22.16	0.86			0.98			203.64	776.36																
																								CPT-72L	22.17	0.86			0.98			203.72	776.28																
																								CPT-72L	22.18	0.86			0.99			203.81	786.19																
																								CPT-72L	22.19	0.87			0.99			203.89	786.11																
																								CPT-72L	22.19	0.86			0.99			203.96	786.04																
																								CPT-72L	22.2	0.86			0.99			204.05	785.95																
																								CPT-72L	22.21	0.86			0.99			204.13	785.87																
																								CPT-72L	22.22	0.86			0.99			204.21	785.79																
																								CPT-72L	22.23	0.87			0.99			204.29	785.71																
																								CPT-72L	22.24	0.86			0.99			204.38	785.62																
																								CPT-72L	22.25	0.86			0.99			204.45	785.55																
																								CPT-72L	22.26	0.86			0.99			204.53	785.47																
																								CPT-72L	22.27	0.86			0.99			204.62	785.38																
																								CPT-72L	22.27	0.87			0.99			204.7	785.3																
																								CPT-72L	22.28	0.87			0.99			204.78	785.22																
																								CPT-72L	22.29	0.87			0.99			204.86	785.14																
																								CPT-72L	22.3	0.87			1			204.94	795.06																
																								CPT-72L	22.31	0.88			1			205.02	794.98																
																								CPT-72L	22.32	0.88			1			205.1	794.9																
																								CPT-72L	22.33	0.88			1			205.19	794.81																
																								CPT-72L	22.34	0.88			1			205.27	794.73																
																								CPT-72L	22.34	0.88			1			205.35	794.65																
																								CPT-72L	22.35	0.87			1			205.42	794.58																
																								CPT-72L	22.36	0.87			0.99			205.51	784.49																
																								CPT-72L	22.37	0.87			1			205.59	794.41																
																								CPT-72L	22.38	0.87			1			205.67	794.33																
																								CPT-72L	22.39	0.88			1			205.75	794.25																
																								CPT-72L	22.4	0.87			1			205.84	794.16																
																								CPT-72L	22.41	0.87			0.99			205.91	784.09																
